MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|IE(SEM)
16.09.2024 21:00 - 16.09.2024 22:00,191.38,BZN|IE(SEM),
16.09.2024 22:00 - 16.09.2024 23:00,168.1,BZN|IE(SEM),
16.09.2024 23:00 - 17.09.2024 00:00,116.06,BZN|IE(SEM),
17.09.2024 00:00 - 17.09.2024 01:00,100.02,BZN|IE(SEM),
17.09.2024 01:00 - 17.09.2024 02:00,92.24,BZN|IE(SEM),
17.09.2024 02:00 - 17.09.2024 03:00,91.27,BZN|IE(SEM),
17.09.2024 03:00 - 17.09.2024 04:00,92.6,BZN|IE(SEM),
17.09.2024 04:00 - 17.09.2024 05:00,92.18,BZN|IE(SEM),
17.09.2024 05:00 - 17.09.2024 06:00,92.85,BZN|IE(SEM),
17.09.2024 06:00 - 17.09.2024 07:00,99.43,BZN|IE(SEM),
17.09.2024 07:00 - 17.09.2024 08:00,128.53,BZN|IE(SEM),
17.09.2024 08:00 - 17.09.2024 09:00,184.7,BZN|IE(SEM),
17.09.2024 09:00 - 17.09.2024 10:00,225.5,BZN|IE(SEM),
17.09.2024 10:00 - 17.09.2024 11:00,192,BZN|IE(SEM),
17.09.2024 11:00 - 17.09.2024 12:00,185,BZN|IE(SEM),
17.09.2024 12:00 - 17.09.2024 13:00,144.01,BZN|IE(SEM),
17.09.2024 13:00 - 17.09.2024 14:00,125,BZN|IE(SEM),
17.09.2024 14:00 - 17.09.2024 15:00,111.06,BZN|IE(SEM),
17.09.2024 15:00 - 17.09.2024 16:00,109.4,BZN|IE(SEM),
17.09.2024 16:00 - 17.09.2024 17:00,120,BZN|IE(SEM),
17.09.2024 17:00 - 17.09.2024 18:00,135,BZN|IE(SEM),
17.09.2024 18:00 - 17.09.2024 19:00,189.1,BZN|IE(SEM),
17.09.2024 19:00 - 17.09.2024 20:00,185.5,BZN|IE(SEM),
17.09.2024 20:00 - 17.09.2024 21:00,185,BZN|IE(SEM),
17.09.2024 21:00 - 17.09.2024 22:00,185.05,BZN|IE(SEM),
17.09.2024 22:00 - 17.09.2024 23:00,152.13,BZN|IE(SEM),
17.09.2024 23:00 - 18.09.2024 00:00,108.21,BZN|IE(SEM),
18.09.2024 00:00 - 18.09.2024 01:00,91,BZN|IE(SEM),
18.09.2024 01:00 - 18.09.2024 02:00,89.3,BZN|IE(SEM),
18.09.2024 02:00 - 18.09.2024 03:00,89.12,BZN|IE(SEM),
18.09.2024 03:00 - 18.09.2024 04:00,89.25,BZN|IE(SEM),
18.09.2024 04:00 - 18.09.2024 05:00,89.38,BZN|IE(SEM),
18.09.2024 05:00 - 18.09.2024 06:00,90.21,BZN|IE(SEM),
18.09.2024 06:00 - 18.09.2024 07:00,98.28,BZN|IE(SEM),
18.09.2024 07:00 - 18.09.2024 08:00,117.49,BZN|IE(SEM),
18.09.2024 08:00 - 18.09.2024 09:00,163.3,BZN|IE(SEM),
18.09.2024 09:00 - 18.09.2024 10:00,180,BZN|IE(SEM),
18.09.2024 10:00 - 18.09.2024 11:00,175.01,BZN|IE(SEM),
18.09.2024 11:00 - 18.09.2024 12:00,162,BZN|IE(SEM),
18.09.2024 12:00 - 18.09.2024 13:00,135,BZN|IE(SEM),
18.09.2024 13:00 - 18.09.2024 14:00,123.3,BZN|IE(SEM),
18.09.2024 14:00 - 18.09.2024 15:00,107.76,BZN|IE(SEM),
18.09.2024 15:00 - 18.09.2024 16:00,105.56,BZN|IE(SEM),
18.09.2024 16:00 - 18.09.2024 17:00,108,BZN|IE(SEM),
18.09.2024 17:00 - 18.09.2024 18:00,144.4,BZN|IE(SEM),
18.09.2024 18:00 - 18.09.2024 19:00,215,BZN|IE(SEM),
18.09.2024 19:00 - 18.09.2024 20:00,215,BZN|IE(SEM),
18.09.2024 20:00 - 18.09.2024 21:00,197.99,BZN|IE(SEM),
18.09.2024 21:00 - 18.09.2024 22:00,197.99,BZN|IE(SEM),
18.09.2024 22:00 - 18.09.2024 23:00,178.02,BZN|IE(SEM),
18.09.2024 23:00 - 19.09.2024 00:00,105.74,BZN|IE(SEM),
19.09.2024 00:00 - 19.09.2024 01:00,91.36,BZN|IE(SEM),
19.09.2024 01:00 - 19.09.2024 02:00,91.36,BZN|IE(SEM),
19.09.2024 02:00 - 19.09.2024 03:00,92.1,BZN|IE(SEM),
19.09.2024 03:00 - 19.09.2024 04:00,92.26,BZN|IE(SEM),
19.09.2024 04:00 - 19.09.2024 05:00,91.49,BZN|IE(SEM),
19.09.2024 05:00 - 19.09.2024 06:00,91.36,BZN|IE(SEM),
19.09.2024 06:00 - 19.09.2024 07:00,96.38,BZN|IE(SEM),
19.09.2024 07:00 - 19.09.2024 08:00,118.01,BZN|IE(SEM),
19.09.2024 08:00 - 19.09.2024 09:00,150,BZN|IE(SEM),
19.09.2024 09:00 - 19.09.2024 10:00,175,BZN|IE(SEM),
19.09.2024 10:00 - 19.09.2024 11:00,165,BZN|IE(SEM),
19.09.2024 11:00 - 19.09.2024 12:00,139,BZN|IE(SEM),
19.09.2024 12:00 - 19.09.2024 13:00,117.3,BZN|IE(SEM),
19.09.2024 13:00 - 19.09.2024 14:00,108.68,BZN|IE(SEM),
19.09.2024 14:00 - 19.09.2024 15:00,101,BZN|IE(SEM),
19.09.2024 15:00 - 19.09.2024 16:00,95,BZN|IE(SEM),
19.09.2024 16:00 - 19.09.2024 17:00,97,BZN|IE(SEM),
19.09.2024 17:00 - 19.09.2024 18:00,115,BZN|IE(SEM),
19.09.2024 18:00 - 19.09.2024 19:00,180,BZN|IE(SEM),
19.09.2024 19:00 - 19.09.2024 20:00,175.02,BZN|IE(SEM),
19.09.2024 20:00 - 19.09.2024 21:00,173.6,BZN|IE(SEM),
19.09.2024 21:00 - 19.09.2024 22:00,171.7,BZN|IE(SEM),
19.09.2024 22:00 - 19.09.2024 23:00,138,BZN|IE(SEM),
19.09.2024 23:00 - 20.09.2024 00:00,100.79,BZN|IE(SEM),
20.09.2024 00:00 - 20.09.2024 01:00,98.29,BZN|IE(SEM),
20.09.2024 01:00 - 20.09.2024 02:00,94.44,BZN|IE(SEM),
20.09.2024 02:00 - 20.09.2024 03:00,92,BZN|IE(SEM),
20.09.2024 03:00 - 20.09.2024 04:00,91.49,BZN|IE(SEM),
20.09.2024 04:00 - 20.09.2024 05:00,89,BZN|IE(SEM),
20.09.2024 05:00 - 20.09.2024 06:00,90,BZN|IE(SEM),
20.09.2024 06:00 - 20.09.2024 07:00,99.06,BZN|IE(SEM),
20.09.2024 07:00 - 20.09.2024 08:00,113.1,BZN|IE(SEM),
20.09.2024 08:00 - 20.09.2024 09:00,147.02,BZN|IE(SEM),
20.09.2024 09:00 - 20.09.2024 10:00,169.26,BZN|IE(SEM),
20.09.2024 10:00 - 20.09.2024 11:00,175,BZN|IE(SEM),
20.09.2024 11:00 - 20.09.2024 12:00,153.93,BZN|IE(SEM),
20.09.2024 12:00 - 20.09.2024 13:00,131.64,BZN|IE(SEM),
20.09.2024 13:00 - 20.09.2024 14:00,119,BZN|IE(SEM),
20.09.2024 14:00 - 20.09.2024 15:00,96.05,BZN|IE(SEM),
20.09.2024 15:00 - 20.09.2024 16:00,93.89,BZN|IE(SEM),
20.09.2024 16:00 - 20.09.2024 17:00,93.9,BZN|IE(SEM),
20.09.2024 17:00 - 20.09.2024 18:00,107.29,BZN|IE(SEM),
20.09.2024 18:00 - 20.09.2024 19:00,154.3,BZN|IE(SEM),
20.09.2024 19:00 - 20.09.2024 20:00,157.94,BZN|IE(SEM),
20.09.2024 20:00 - 20.09.2024 21:00,145,BZN|IE(SEM),
20.09.2024 21:00 - 20.09.2024 22:00,122.07,BZN|IE(SEM),
20.09.2024 22:00 - 20.09.2024 23:00,103.42,BZN|IE(SEM),
20.09.2024 23:00 - 21.09.2024 00:00,95.56,BZN|IE(SEM),
21.09.2024 00:00 - 21.09.2024 01:00,90.64,BZN|IE(SEM),
21.09.2024 01:00 - 21.09.2024 02:00,94.9,BZN|IE(SEM),
21.09.2024 02:00 - 21.09.2024 03:00,94.72,BZN|IE(SEM),
21.09.2024 03:00 - 21.09.2024 04:00,94.89,BZN|IE(SEM),
21.09.2024 04:00 - 21.09.2024 05:00,94.72,BZN|IE(SEM),
21.09.2024 05:00 - 21.09.2024 06:00,94.72,BZN|IE(SEM),
21.09.2024 06:00 - 21.09.2024 07:00,99,BZN|IE(SEM),
21.09.2024 07:00 - 21.09.2024 08:00,106,BZN|IE(SEM),
21.09.2024 08:00 - 21.09.2024 09:00,96.01,BZN|IE(SEM),
21.09.2024 09:00 - 21.09.2024 10:00,108,BZN|IE(SEM),
21.09.2024 10:00 - 21.09.2024 11:00,119.38,BZN|IE(SEM),
21.09.2024 11:00 - 21.09.2024 12:00,111.24,BZN|IE(SEM),
21.09.2024 12:00 - 21.09.2024 13:00,98.89,BZN|IE(SEM),
21.09.2024 13:00 - 21.09.2024 14:00,89.88,BZN|IE(SEM),
21.09.2024 14:00 - 21.09.2024 15:00,85.18,BZN|IE(SEM),
21.09.2024 15:00 - 21.09.2024 16:00,84.39,BZN|IE(SEM),
21.09.2024 16:00 - 21.09.2024 17:00,85,BZN|IE(SEM),
21.09.2024 17:00 - 21.09.2024 18:00,97.25,BZN|IE(SEM),
21.09.2024 18:00 - 21.09.2024 19:00,129.58,BZN|IE(SEM),
21.09.2024 19:00 - 21.09.2024 20:00,138.9,BZN|IE(SEM),
21.09.2024 20:00 - 21.09.2024 21:00,130.53,BZN|IE(SEM),
21.09.2024 21:00 - 21.09.2024 22:00,117.6,BZN|IE(SEM),
21.09.2024 22:00 - 21.09.2024 23:00,98.13,BZN|IE(SEM),
21.09.2024 23:00 - 22.09.2024 00:00,94.01,BZN|IE(SEM),
22.09.2024 00:00 - 22.09.2024 01:00,110.68,BZN|IE(SEM),
22.09.2024 01:00 - 22.09.2024 02:00,102.55,BZN|IE(SEM),
22.09.2024 02:00 - 22.09.2024 03:00,99,BZN|IE(SEM),
22.09.2024 03:00 - 22.09.2024 04:00,96.89,BZN|IE(SEM),
22.09.2024 04:00 - 22.09.2024 05:00,95.52,BZN|IE(SEM),
22.09.2024 05:00 - 22.09.2024 06:00,95.52,BZN|IE(SEM),
22.09.2024 06:00 - 22.09.2024 07:00,96.94,BZN|IE(SEM),
22.09.2024 07:00 - 22.09.2024 08:00,100.13,BZN|IE(SEM),
22.09.2024 08:00 - 22.09.2024 09:00,91.42,BZN|IE(SEM),
22.09.2024 09:00 - 22.09.2024 10:00,101.53,BZN|IE(SEM),
22.09.2024 10:00 - 22.09.2024 11:00,125.29,BZN|IE(SEM),
22.09.2024 11:00 - 22.09.2024 12:00,135,BZN|IE(SEM),
22.09.2024 12:00 - 22.09.2024 13:00,135,BZN|IE(SEM),
22.09.2024 13:00 - 22.09.2024 14:00,135,BZN|IE(SEM),
22.09.2024 14:00 - 22.09.2024 15:00,137.5,BZN|IE(SEM),
22.09.2024 15:00 - 22.09.2024 16:00,119.58,BZN|IE(SEM),
22.09.2024 16:00 - 22.09.2024 17:00,111.2,BZN|IE(SEM),
22.09.2024 17:00 - 22.09.2024 18:00,142.8,BZN|IE(SEM),
22.09.2024 18:00 - 22.09.2024 19:00,165,BZN|IE(SEM),
22.09.2024 19:00 - 22.09.2024 20:00,178.56,BZN|IE(SEM),
22.09.2024 20:00 - 22.09.2024 21:00,170.81,BZN|IE(SEM),
22.09.2024 21:00 - 22.09.2024 22:00,158.64,BZN|IE(SEM),
22.09.2024 22:00 - 22.09.2024 23:00,140,BZN|IE(SEM),
22.09.2024 23:00 - 23.09.2024 00:00,104.7,BZN|IE(SEM),
23.09.2024 00:00 - 23.09.2024 01:00,92.03,BZN|IE(SEM),
23.09.2024 01:00 - 23.09.2024 02:00,91.11,BZN|IE(SEM),
23.09.2024 02:00 - 23.09.2024 03:00,90.02,BZN|IE(SEM),
23.09.2024 03:00 - 23.09.2024 04:00,90.55,BZN|IE(SEM),
23.09.2024 04:00 - 23.09.2024 05:00,89.12,BZN|IE(SEM),
23.09.2024 05:00 - 23.09.2024 06:00,89.48,BZN|IE(SEM),
23.09.2024 06:00 - 23.09.2024 07:00,93.71,BZN|IE(SEM),
23.09.2024 07:00 - 23.09.2024 08:00,107.84,BZN|IE(SEM),
23.09.2024 08:00 - 23.09.2024 09:00,141.97,BZN|IE(SEM),
23.09.2024 09:00 - 23.09.2024 10:00,170.87,BZN|IE(SEM),
23.09.2024 10:00 - 23.09.2024 11:00,175.93,BZN|IE(SEM),
23.09.2024 11:00 - 23.09.2024 12:00,166,BZN|IE(SEM),
23.09.2024 12:00 - 23.09.2024 13:00,149.01,BZN|IE(SEM),
23.09.2024 13:00 - 23.09.2024 14:00,144.83,BZN|IE(SEM),
23.09.2024 14:00 - 23.09.2024 15:00,115,BZN|IE(SEM),
23.09.2024 15:00 - 23.09.2024 16:00,111.53,BZN|IE(SEM),
23.09.2024 16:00 - 23.09.2024 17:00,119.3,BZN|IE(SEM),
23.09.2024 17:00 - 23.09.2024 18:00,141.7,BZN|IE(SEM),
23.09.2024 18:00 - 23.09.2024 19:00,167.02,BZN|IE(SEM),
23.09.2024 19:00 - 23.09.2024 20:00,171.71,BZN|IE(SEM),
23.09.2024 20:00 - 23.09.2024 21:00,163.36,BZN|IE(SEM),
23.09.2024 21:00 - 23.09.2024 22:00,150.62,BZN|IE(SEM),
23.09.2024 22:00 - 23.09.2024 23:00,127.7,BZN|IE(SEM),
23.09.2024 23:00 - 24.09.2024 00:00,100.6,BZN|IE(SEM),
24.09.2024 00:00 - 24.09.2024 01:00,98.61,BZN|IE(SEM),
24.09.2024 01:00 - 24.09.2024 02:00,94.41,BZN|IE(SEM),
24.09.2024 02:00 - 24.09.2024 03:00,92.81,BZN|IE(SEM),
24.09.2024 03:00 - 24.09.2024 04:00,91.9,BZN|IE(SEM),
24.09.2024 04:00 - 24.09.2024 05:00,88.05,BZN|IE(SEM),
24.09.2024 05:00 - 24.09.2024 06:00,90.3,BZN|IE(SEM),
24.09.2024 06:00 - 24.09.2024 07:00,98,BZN|IE(SEM),
24.09.2024 07:00 - 24.09.2024 08:00,107.14,BZN|IE(SEM),
24.09.2024 08:00 - 24.09.2024 09:00,146.3,BZN|IE(SEM),
24.09.2024 09:00 - 24.09.2024 10:00,165,BZN|IE(SEM),
24.09.2024 10:00 - 24.09.2024 11:00,147,BZN|IE(SEM),
24.09.2024 11:00 - 24.09.2024 12:00,112.8,BZN|IE(SEM),
24.09.2024 12:00 - 24.09.2024 13:00,103.9,BZN|IE(SEM),
24.09.2024 13:00 - 24.09.2024 14:00,97.61,BZN|IE(SEM),
24.09.2024 14:00 - 24.09.2024 15:00,93.1,BZN|IE(SEM),
24.09.2024 15:00 - 24.09.2024 16:00,94.15,BZN|IE(SEM),
24.09.2024 16:00 - 24.09.2024 17:00,95,BZN|IE(SEM),
24.09.2024 17:00 - 24.09.2024 18:00,106.75,BZN|IE(SEM),
24.09.2024 18:00 - 24.09.2024 19:00,140.32,BZN|IE(SEM),
24.09.2024 19:00 - 24.09.2024 20:00,155.4,BZN|IE(SEM),
24.09.2024 20:00 - 24.09.2024 21:00,155.01,BZN|IE(SEM),
24.09.2024 21:00 - 24.09.2024 22:00,155,BZN|IE(SEM),
24.09.2024 22:00 - 24.09.2024 23:00,119.57,BZN|IE(SEM),
24.09.2024 23:00 - 25.09.2024 00:00,96,BZN|IE(SEM),
25.09.2024 00:00 - 25.09.2024 01:00,94.28,BZN|IE(SEM),
25.09.2024 01:00 - 25.09.2024 02:00,93.41,BZN|IE(SEM),
25.09.2024 02:00 - 25.09.2024 03:00,93.84,BZN|IE(SEM),
25.09.2024 03:00 - 25.09.2024 04:00,94.57,BZN|IE(SEM),
25.09.2024 04:00 - 25.09.2024 05:00,93.69,BZN|IE(SEM),
25.09.2024 05:00 - 25.09.2024 06:00,93.41,BZN|IE(SEM),
25.09.2024 06:00 - 25.09.2024 07:00,100.77,BZN|IE(SEM),
25.09.2024 07:00 - 25.09.2024 08:00,108.71,BZN|IE(SEM),
25.09.2024 08:00 - 25.09.2024 09:00,137.02,BZN|IE(SEM),
25.09.2024 09:00 - 25.09.2024 10:00,160,BZN|IE(SEM),
25.09.2024 10:00 - 25.09.2024 11:00,152,BZN|IE(SEM),
25.09.2024 11:00 - 25.09.2024 12:00,148.75,BZN|IE(SEM),
25.09.2024 12:00 - 25.09.2024 13:00,128.2,BZN|IE(SEM),
25.09.2024 13:00 - 25.09.2024 14:00,125,BZN|IE(SEM),
25.09.2024 14:00 - 25.09.2024 15:00,115,BZN|IE(SEM),
25.09.2024 15:00 - 25.09.2024 16:00,110.06,BZN|IE(SEM),
25.09.2024 16:00 - 25.09.2024 17:00,115,BZN|IE(SEM),
25.09.2024 17:00 - 25.09.2024 18:00,125,BZN|IE(SEM),
25.09.2024 18:00 - 25.09.2024 19:00,154,BZN|IE(SEM),
25.09.2024 19:00 - 25.09.2024 20:00,155.63,BZN|IE(SEM),
25.09.2024 20:00 - 25.09.2024 21:00,133.3,BZN|IE(SEM),
25.09.2024 21:00 - 25.09.2024 22:00,113.98,BZN|IE(SEM),
25.09.2024 22:00 - 25.09.2024 23:00,103.38,BZN|IE(SEM),
25.09.2024 23:00 - 26.09.2024 00:00,96.01,BZN|IE(SEM),
26.09.2024 00:00 - 26.09.2024 01:00,110,BZN|IE(SEM),
26.09.2024 01:00 - 26.09.2024 02:00,90.42,BZN|IE(SEM),
26.09.2024 02:00 - 26.09.2024 03:00,84.37,BZN|IE(SEM),
26.09.2024 03:00 - 26.09.2024 04:00,79.29,BZN|IE(SEM),
26.09.2024 04:00 - 26.09.2024 05:00,71.16,BZN|IE(SEM),
26.09.2024 05:00 - 26.09.2024 06:00,64.45,BZN|IE(SEM),
26.09.2024 06:00 - 26.09.2024 07:00,76,BZN|IE(SEM),
26.09.2024 07:00 - 26.09.2024 08:00,94.95,BZN|IE(SEM),
26.09.2024 08:00 - 26.09.2024 09:00,111.67,BZN|IE(SEM),
26.09.2024 09:00 - 26.09.2024 10:00,120.11,BZN|IE(SEM),
26.09.2024 10:00 - 26.09.2024 11:00,118.18,BZN|IE(SEM),
26.09.2024 11:00 - 26.09.2024 12:00,110.72,BZN|IE(SEM),
26.09.2024 12:00 - 26.09.2024 13:00,96.9,BZN|IE(SEM),
26.09.2024 13:00 - 26.09.2024 14:00,98.67,BZN|IE(SEM),
26.09.2024 14:00 - 26.09.2024 15:00,95.29,BZN|IE(SEM),
26.09.2024 15:00 - 26.09.2024 16:00,89.46,BZN|IE(SEM),
26.09.2024 16:00 - 26.09.2024 17:00,88.11,BZN|IE(SEM),
26.09.2024 17:00 - 26.09.2024 18:00,94.91,BZN|IE(SEM),
26.09.2024 18:00 - 26.09.2024 19:00,105.49,BZN|IE(SEM),
26.09.2024 19:00 - 26.09.2024 20:00,108.32,BZN|IE(SEM),
26.09.2024 20:00 - 26.09.2024 21:00,115.04,BZN|IE(SEM),
26.09.2024 21:00 - 26.09.2024 22:00,95.29,BZN|IE(SEM),
26.09.2024 22:00 - 26.09.2024 23:00,87.44,BZN|IE(SEM),
26.09.2024 23:00 - 27.09.2024 00:00,51.96,BZN|IE(SEM),
27.09.2024 00:00 - 27.09.2024 01:00,25.21,BZN|IE(SEM),
27.09.2024 01:00 - 27.09.2024 02:00,5,BZN|IE(SEM),
27.09.2024 02:00 - 27.09.2024 03:00,2.6,BZN|IE(SEM),
27.09.2024 03:00 - 27.09.2024 04:00,0.24,BZN|IE(SEM),
27.09.2024 04:00 - 27.09.2024 05:00,-0.1,BZN|IE(SEM),
27.09.2024 05:00 - 27.09.2024 06:00,-3.51,BZN|IE(SEM),
27.09.2024 06:00 - 27.09.2024 07:00,0,BZN|IE(SEM),
27.09.2024 07:00 - 27.09.2024 08:00,36.9,BZN|IE(SEM),
27.09.2024 08:00 - 27.09.2024 09:00,92.45,BZN|IE(SEM),
27.09.2024 09:00 - 27.09.2024 10:00,121,BZN|IE(SEM),
27.09.2024 10:00 - 27.09.2024 11:00,121.61,BZN|IE(SEM),
27.09.2024 11:00 - 27.09.2024 12:00,106.66,BZN|IE(SEM),
27.09.2024 12:00 - 27.09.2024 13:00,94.01,BZN|IE(SEM),
27.09.2024 13:00 - 27.09.2024 14:00,80.9,BZN|IE(SEM),
27.09.2024 14:00 - 27.09.2024 15:00,72.95,BZN|IE(SEM),
27.09.2024 15:00 - 27.09.2024 16:00,64.66,BZN|IE(SEM),
27.09.2024 16:00 - 27.09.2024 17:00,67.82,BZN|IE(SEM),
27.09.2024 17:00 - 27.09.2024 18:00,91.67,BZN|IE(SEM),
27.09.2024 18:00 - 27.09.2024 19:00,100.9,BZN|IE(SEM),
27.09.2024 19:00 - 27.09.2024 20:00,126.36,BZN|IE(SEM),
27.09.2024 20:00 - 27.09.2024 21:00,155,BZN|IE(SEM),
27.09.2024 21:00 - 27.09.2024 22:00,186,BZN|IE(SEM),
27.09.2024 22:00 - 27.09.2024 23:00,171,BZN|IE(SEM),
27.09.2024 23:00 - 28.09.2024 00:00,144,BZN|IE(SEM),
28.09.2024 00:00 - 28.09.2024 01:00,129.29,BZN|IE(SEM),
28.09.2024 01:00 - 28.09.2024 02:00,132,BZN|IE(SEM),
28.09.2024 02:00 - 28.09.2024 03:00,119,BZN|IE(SEM),
28.09.2024 03:00 - 28.09.2024 04:00,119.64,BZN|IE(SEM),
28.09.2024 04:00 - 28.09.2024 05:00,115,BZN|IE(SEM),
28.09.2024 05:00 - 28.09.2024 06:00,115,BZN|IE(SEM),
28.09.2024 06:00 - 28.09.2024 07:00,114.66,BZN|IE(SEM),
28.09.2024 07:00 - 28.09.2024 08:00,125,BZN|IE(SEM),
28.09.2024 08:00 - 28.09.2024 09:00,109.98,BZN|IE(SEM),
28.09.2024 09:00 - 28.09.2024 10:00,155,BZN|IE(SEM),
28.09.2024 10:00 - 28.09.2024 11:00,172.11,BZN|IE(SEM),
28.09.2024 11:00 - 28.09.2024 12:00,141,BZN|IE(SEM),
28.09.2024 12:00 - 28.09.2024 13:00,115,BZN|IE(SEM),
28.09.2024 13:00 - 28.09.2024 14:00,100.41,BZN|IE(SEM),
28.09.2024 14:00 - 28.09.2024 15:00,98.72,BZN|IE(SEM),
28.09.2024 15:00 - 28.09.2024 16:00,99.34,BZN|IE(SEM),
28.09.2024 16:00 - 28.09.2024 17:00,105,BZN|IE(SEM),
28.09.2024 17:00 - 28.09.2024 18:00,121.38,BZN|IE(SEM),
28.09.2024 18:00 - 28.09.2024 19:00,155,BZN|IE(SEM),
28.09.2024 19:00 - 28.09.2024 20:00,164.6,BZN|IE(SEM),
28.09.2024 20:00 - 28.09.2024 21:00,162.05,BZN|IE(SEM),
28.09.2024 21:00 - 28.09.2024 22:00,140,BZN|IE(SEM),
28.09.2024 22:00 - 28.09.2024 23:00,112.34,BZN|IE(SEM),
28.09.2024 23:00 - 29.09.2024 00:00,106.36,BZN|IE(SEM),
29.09.2024 00:00 - 29.09.2024 01:00,139.1,BZN|IE(SEM),
29.09.2024 01:00 - 29.09.2024 02:00,114.88,BZN|IE(SEM),
29.09.2024 02:00 - 29.09.2024 03:00,110.47,BZN|IE(SEM),
29.09.2024 03:00 - 29.09.2024 04:00,112.3,BZN|IE(SEM),
29.09.2024 04:00 - 29.09.2024 05:00,101.33,BZN|IE(SEM),
29.09.2024 05:00 - 29.09.2024 06:00,83.76,BZN|IE(SEM),
29.09.2024 06:00 - 29.09.2024 07:00,82.61,BZN|IE(SEM),
29.09.2024 07:00 - 29.09.2024 08:00,85.05,BZN|IE(SEM),
29.09.2024 08:00 - 29.09.2024 09:00,84.24,BZN|IE(SEM),
29.09.2024 09:00 - 29.09.2024 10:00,94.06,BZN|IE(SEM),
29.09.2024 10:00 - 29.09.2024 11:00,101.5,BZN|IE(SEM),
29.09.2024 11:00 - 29.09.2024 12:00,96.85,BZN|IE(SEM),
29.09.2024 12:00 - 29.09.2024 13:00,88,BZN|IE(SEM),
29.09.2024 13:00 - 29.09.2024 14:00,82.61,BZN|IE(SEM),
29.09.2024 14:00 - 29.09.2024 15:00,81.41,BZN|IE(SEM),
29.09.2024 15:00 - 29.09.2024 16:00,55.41,BZN|IE(SEM),
29.09.2024 16:00 - 29.09.2024 17:00,57.47,BZN|IE(SEM),
29.09.2024 17:00 - 29.09.2024 18:00,85.53,BZN|IE(SEM),
29.09.2024 18:00 - 29.09.2024 19:00,122.52,BZN|IE(SEM),
29.09.2024 19:00 - 29.09.2024 20:00,125.77,BZN|IE(SEM),
29.09.2024 20:00 - 29.09.2024 21:00,110.07,BZN|IE(SEM),
29.09.2024 21:00 - 29.09.2024 22:00,94.99,BZN|IE(SEM),
29.09.2024 22:00 - 29.09.2024 23:00,82.08,BZN|IE(SEM),
29.09.2024 23:00 - 30.09.2024 00:00,53.03,BZN|IE(SEM),
30.09.2024 00:00 - 30.09.2024 01:00,45,BZN|IE(SEM),
30.09.2024 01:00 - 30.09.2024 02:00,55,BZN|IE(SEM),
30.09.2024 02:00 - 30.09.2024 03:00,74.92,BZN|IE(SEM),
30.09.2024 03:00 - 30.09.2024 04:00,81.46,BZN|IE(SEM),
30.09.2024 04:00 - 30.09.2024 05:00,81.46,BZN|IE(SEM),
30.09.2024 05:00 - 30.09.2024 06:00,83.8,BZN|IE(SEM),
30.09.2024 06:00 - 30.09.2024 07:00,89.61,BZN|IE(SEM),
30.09.2024 07:00 - 30.09.2024 08:00,100.36,BZN|IE(SEM),
30.09.2024 08:00 - 30.09.2024 09:00,105.35,BZN|IE(SEM),
30.09.2024 09:00 - 30.09.2024 10:00,144.4,BZN|IE(SEM),
30.09.2024 10:00 - 30.09.2024 11:00,136.72,BZN|IE(SEM),
30.09.2024 11:00 - 30.09.2024 12:00,129.35,BZN|IE(SEM),
30.09.2024 12:00 - 30.09.2024 13:00,118.9,BZN|IE(SEM),
30.09.2024 13:00 - 30.09.2024 14:00,115.13,BZN|IE(SEM),
30.09.2024 14:00 - 30.09.2024 15:00,108.95,BZN|IE(SEM),
30.09.2024 15:00 - 30.09.2024 16:00,104.96,BZN|IE(SEM),
30.09.2024 16:00 - 30.09.2024 17:00,102.91,BZN|IE(SEM),
30.09.2024 17:00 - 30.09.2024 18:00,109.3,BZN|IE(SEM),
30.09.2024 18:00 - 30.09.2024 19:00,136,BZN|IE(SEM),
30.09.2024 19:00 - 30.09.2024 20:00,144,BZN|IE(SEM),
30.09.2024 20:00 - 30.09.2024 21:00,145,BZN|IE(SEM),
30.09.2024 21:00 - 30.09.2024 22:00,129.5,BZN|IE(SEM),
30.09.2024 22:00 - 30.09.2024 23:00,110.91,BZN|IE(SEM),
30.09.2024 23:00 - 01.10.2024 00:00,104.64,BZN|IE(SEM),
01.10.2024 00:00 - 01.10.2024 01:00,107.5,BZN|IE(SEM),
01.10.2024 01:00 - 01.10.2024 02:00,95.27,BZN|IE(SEM),
01.10.2024 02:00 - 01.10.2024 03:00,91,BZN|IE(SEM),
01.10.2024 03:00 - 01.10.2024 04:00,90.13,BZN|IE(SEM),
01.10.2024 04:00 - 01.10.2024 05:00,90,BZN|IE(SEM),
01.10.2024 05:00 - 01.10.2024 06:00,89.96,BZN|IE(SEM),
01.10.2024 06:00 - 01.10.2024 07:00,88.21,BZN|IE(SEM),
01.10.2024 07:00 - 01.10.2024 08:00,100.08,BZN|IE(SEM),
01.10.2024 08:00 - 01.10.2024 09:00,132.9,BZN|IE(SEM),
01.10.2024 09:00 - 01.10.2024 10:00,155,BZN|IE(SEM),
01.10.2024 10:00 - 01.10.2024 11:00,155.71,BZN|IE(SEM),
01.10.2024 11:00 - 01.10.2024 12:00,132,BZN|IE(SEM),
01.10.2024 12:00 - 01.10.2024 13:00,107,BZN|IE(SEM),
01.10.2024 13:00 - 01.10.2024 14:00,103.93,BZN|IE(SEM),
