MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|IE(SEM)
15.01.2024 13:00 - 15.01.2024 14:00,137.43,BZN|IE(SEM),
15.01.2024 14:00 - 15.01.2024 15:00,140,BZN|IE(SEM),
15.01.2024 15:00 - 15.01.2024 16:00,140,BZN|IE(SEM),
15.01.2024 16:00 - 15.01.2024 17:00,174.71,BZN|IE(SEM),
15.01.2024 17:00 - 15.01.2024 18:00,245,BZN|IE(SEM),
15.01.2024 18:00 - 15.01.2024 19:00,304.36,BZN|IE(SEM),
15.01.2024 19:00 - 15.01.2024 20:00,284.23,BZN|IE(SEM),
15.01.2024 20:00 - 15.01.2024 21:00,202.77,BZN|IE(SEM),
15.01.2024 21:00 - 15.01.2024 22:00,169.14,BZN|IE(SEM),
15.01.2024 22:00 - 15.01.2024 23:00,111.54,BZN|IE(SEM),
15.01.2024 23:00 - 16.01.2024 00:00,97,BZN|IE(SEM),
16.01.2024 00:00 - 16.01.2024 01:00,108.15,BZN|IE(SEM),
16.01.2024 01:00 - 16.01.2024 02:00,103.49,BZN|IE(SEM),
16.01.2024 02:00 - 16.01.2024 03:00,103,BZN|IE(SEM),
16.01.2024 03:00 - 16.01.2024 04:00,97.57,BZN|IE(SEM),
16.01.2024 04:00 - 16.01.2024 05:00,94.82,BZN|IE(SEM),
16.01.2024 05:00 - 16.01.2024 06:00,88.58,BZN|IE(SEM),
16.01.2024 06:00 - 16.01.2024 07:00,87.2,BZN|IE(SEM),
16.01.2024 07:00 - 16.01.2024 08:00,93.02,BZN|IE(SEM),
16.01.2024 08:00 - 16.01.2024 09:00,115.35,BZN|IE(SEM),
16.01.2024 09:00 - 16.01.2024 10:00,122.16,BZN|IE(SEM),
16.01.2024 10:00 - 16.01.2024 11:00,118.15,BZN|IE(SEM),
16.01.2024 11:00 - 16.01.2024 12:00,110,BZN|IE(SEM),
16.01.2024 12:00 - 16.01.2024 13:00,100.35,BZN|IE(SEM),
16.01.2024 13:00 - 16.01.2024 14:00,99,BZN|IE(SEM),
16.01.2024 14:00 - 16.01.2024 15:00,99.37,BZN|IE(SEM),
16.01.2024 15:00 - 16.01.2024 16:00,102,BZN|IE(SEM),
16.01.2024 16:00 - 16.01.2024 17:00,110.97,BZN|IE(SEM),
16.01.2024 17:00 - 16.01.2024 18:00,145,BZN|IE(SEM),
16.01.2024 18:00 - 16.01.2024 19:00,185.45,BZN|IE(SEM),
16.01.2024 19:00 - 16.01.2024 20:00,195,BZN|IE(SEM),
16.01.2024 20:00 - 16.01.2024 21:00,175.94,BZN|IE(SEM),
16.01.2024 21:00 - 16.01.2024 22:00,160.28,BZN|IE(SEM),
16.01.2024 22:00 - 16.01.2024 23:00,122.2,BZN|IE(SEM),
16.01.2024 23:00 - 17.01.2024 00:00,103.49,BZN|IE(SEM),
17.01.2024 00:00 - 17.01.2024 01:00,102.8,BZN|IE(SEM),
17.01.2024 01:00 - 17.01.2024 02:00,98.8,BZN|IE(SEM),
17.01.2024 02:00 - 17.01.2024 03:00,97,BZN|IE(SEM),
17.01.2024 03:00 - 17.01.2024 04:00,95.7,BZN|IE(SEM),
17.01.2024 04:00 - 17.01.2024 05:00,90.04,BZN|IE(SEM),
17.01.2024 05:00 - 17.01.2024 06:00,89.99,BZN|IE(SEM),
17.01.2024 06:00 - 17.01.2024 07:00,87.63,BZN|IE(SEM),
17.01.2024 07:00 - 17.01.2024 08:00,95.29,BZN|IE(SEM),
17.01.2024 08:00 - 17.01.2024 09:00,123.72,BZN|IE(SEM),
17.01.2024 09:00 - 17.01.2024 10:00,150.97,BZN|IE(SEM),
17.01.2024 10:00 - 17.01.2024 11:00,160.6,BZN|IE(SEM),
17.01.2024 11:00 - 17.01.2024 12:00,167.9,BZN|IE(SEM),
17.01.2024 12:00 - 17.01.2024 13:00,176.14,BZN|IE(SEM),
17.01.2024 13:00 - 17.01.2024 14:00,162.46,BZN|IE(SEM),
17.01.2024 14:00 - 17.01.2024 15:00,145,BZN|IE(SEM),
17.01.2024 15:00 - 17.01.2024 16:00,140.8,BZN|IE(SEM),
17.01.2024 16:00 - 17.01.2024 17:00,153,BZN|IE(SEM),
17.01.2024 17:00 - 17.01.2024 18:00,190,BZN|IE(SEM),
17.01.2024 18:00 - 17.01.2024 19:00,245,BZN|IE(SEM),
17.01.2024 19:00 - 17.01.2024 20:00,245,BZN|IE(SEM),
17.01.2024 20:00 - 17.01.2024 21:00,173.5,BZN|IE(SEM),
17.01.2024 21:00 - 17.01.2024 22:00,135,BZN|IE(SEM),
17.01.2024 22:00 - 17.01.2024 23:00,105.65,BZN|IE(SEM),
17.01.2024 23:00 - 18.01.2024 00:00,95.96,BZN|IE(SEM),
18.01.2024 00:00 - 18.01.2024 01:00,93.64,BZN|IE(SEM),
18.01.2024 01:00 - 18.01.2024 02:00,86.77,BZN|IE(SEM),
18.01.2024 02:00 - 18.01.2024 03:00,90.5,BZN|IE(SEM),
18.01.2024 03:00 - 18.01.2024 04:00,89.4,BZN|IE(SEM),
18.01.2024 04:00 - 18.01.2024 05:00,86.5,BZN|IE(SEM),
18.01.2024 05:00 - 18.01.2024 06:00,86.5,BZN|IE(SEM),
18.01.2024 06:00 - 18.01.2024 07:00,83.74,BZN|IE(SEM),
18.01.2024 07:00 - 18.01.2024 08:00,86.93,BZN|IE(SEM),
18.01.2024 08:00 - 18.01.2024 09:00,110.66,BZN|IE(SEM),
18.01.2024 09:00 - 18.01.2024 10:00,131.6,BZN|IE(SEM),
18.01.2024 10:00 - 18.01.2024 11:00,155.6,BZN|IE(SEM),
18.01.2024 11:00 - 18.01.2024 12:00,150.3,BZN|IE(SEM),
18.01.2024 12:00 - 18.01.2024 13:00,150.44,BZN|IE(SEM),
18.01.2024 13:00 - 18.01.2024 14:00,155,BZN|IE(SEM),
18.01.2024 14:00 - 18.01.2024 15:00,149.56,BZN|IE(SEM),
18.01.2024 15:00 - 18.01.2024 16:00,140,BZN|IE(SEM),
18.01.2024 16:00 - 18.01.2024 17:00,152.5,BZN|IE(SEM),
18.01.2024 17:00 - 18.01.2024 18:00,183.93,BZN|IE(SEM),
18.01.2024 18:00 - 18.01.2024 19:00,273.73,BZN|IE(SEM),
18.01.2024 19:00 - 18.01.2024 20:00,265,BZN|IE(SEM),
18.01.2024 20:00 - 18.01.2024 21:00,195,BZN|IE(SEM),
18.01.2024 21:00 - 18.01.2024 22:00,169.01,BZN|IE(SEM),
18.01.2024 22:00 - 18.01.2024 23:00,119.68,BZN|IE(SEM),
18.01.2024 23:00 - 19.01.2024 00:00,95,BZN|IE(SEM),
19.01.2024 00:00 - 19.01.2024 01:00,135,BZN|IE(SEM),
19.01.2024 01:00 - 19.01.2024 02:00,102.65,BZN|IE(SEM),
19.01.2024 02:00 - 19.01.2024 03:00,102.65,BZN|IE(SEM),
19.01.2024 03:00 - 19.01.2024 04:00,89.8,BZN|IE(SEM),
19.01.2024 04:00 - 19.01.2024 05:00,81.86,BZN|IE(SEM),
19.01.2024 05:00 - 19.01.2024 06:00,81,BZN|IE(SEM),
19.01.2024 06:00 - 19.01.2024 07:00,75.85,BZN|IE(SEM),
19.01.2024 07:00 - 19.01.2024 08:00,85.06,BZN|IE(SEM),
19.01.2024 08:00 - 19.01.2024 09:00,109.53,BZN|IE(SEM),
19.01.2024 09:00 - 19.01.2024 10:00,119.2,BZN|IE(SEM),
19.01.2024 10:00 - 19.01.2024 11:00,110,BZN|IE(SEM),
19.01.2024 11:00 - 19.01.2024 12:00,91.94,BZN|IE(SEM),
19.01.2024 12:00 - 19.01.2024 13:00,82.06,BZN|IE(SEM),
19.01.2024 13:00 - 19.01.2024 14:00,83.6,BZN|IE(SEM),
19.01.2024 14:00 - 19.01.2024 15:00,76.26,BZN|IE(SEM),
19.01.2024 15:00 - 19.01.2024 16:00,77.31,BZN|IE(SEM),
19.01.2024 16:00 - 19.01.2024 17:00,78.42,BZN|IE(SEM),
19.01.2024 17:00 - 19.01.2024 18:00,90.82,BZN|IE(SEM),
19.01.2024 18:00 - 19.01.2024 19:00,92.98,BZN|IE(SEM),
19.01.2024 19:00 - 19.01.2024 20:00,85.36,BZN|IE(SEM),
19.01.2024 20:00 - 19.01.2024 21:00,80.81,BZN|IE(SEM),
19.01.2024 21:00 - 19.01.2024 22:00,75.64,BZN|IE(SEM),
19.01.2024 22:00 - 19.01.2024 23:00,69.93,BZN|IE(SEM),
19.01.2024 23:00 - 20.01.2024 00:00,52,BZN|IE(SEM),
20.01.2024 00:00 - 20.01.2024 01:00,47.3,BZN|IE(SEM),
20.01.2024 01:00 - 20.01.2024 02:00,15,BZN|IE(SEM),
20.01.2024 02:00 - 20.01.2024 03:00,15,BZN|IE(SEM),
20.01.2024 03:00 - 20.01.2024 04:00,6.41,BZN|IE(SEM),
20.01.2024 04:00 - 20.01.2024 05:00,5.32,BZN|IE(SEM),
20.01.2024 05:00 - 20.01.2024 06:00,11.11,BZN|IE(SEM),
20.01.2024 06:00 - 20.01.2024 07:00,28.1,BZN|IE(SEM),
20.01.2024 07:00 - 20.01.2024 08:00,34,BZN|IE(SEM),
20.01.2024 08:00 - 20.01.2024 09:00,58.32,BZN|IE(SEM),
20.01.2024 09:00 - 20.01.2024 10:00,71,BZN|IE(SEM),
20.01.2024 10:00 - 20.01.2024 11:00,77.55,BZN|IE(SEM),
20.01.2024 11:00 - 20.01.2024 12:00,74.37,BZN|IE(SEM),
20.01.2024 12:00 - 20.01.2024 13:00,73.87,BZN|IE(SEM),
20.01.2024 13:00 - 20.01.2024 14:00,70.4,BZN|IE(SEM),
20.01.2024 14:00 - 20.01.2024 15:00,68.49,BZN|IE(SEM),
20.01.2024 15:00 - 20.01.2024 16:00,65.5,BZN|IE(SEM),
20.01.2024 16:00 - 20.01.2024 17:00,65.42,BZN|IE(SEM),
20.01.2024 17:00 - 20.01.2024 18:00,80.47,BZN|IE(SEM),
20.01.2024 18:00 - 20.01.2024 19:00,88.55,BZN|IE(SEM),
20.01.2024 19:00 - 20.01.2024 20:00,88.85,BZN|IE(SEM),
20.01.2024 20:00 - 20.01.2024 21:00,82.4,BZN|IE(SEM),
20.01.2024 21:00 - 20.01.2024 22:00,80.55,BZN|IE(SEM),
20.01.2024 22:00 - 20.01.2024 23:00,77.9,BZN|IE(SEM),
20.01.2024 23:00 - 21.01.2024 00:00,73.48,BZN|IE(SEM),
21.01.2024 00:00 - 21.01.2024 01:00,77.91,BZN|IE(SEM),
21.01.2024 01:00 - 21.01.2024 02:00,62.9,BZN|IE(SEM),
21.01.2024 02:00 - 21.01.2024 03:00,56.81,BZN|IE(SEM),
21.01.2024 03:00 - 21.01.2024 04:00,46.64,BZN|IE(SEM),
21.01.2024 04:00 - 21.01.2024 05:00,41.11,BZN|IE(SEM),
21.01.2024 05:00 - 21.01.2024 06:00,31,BZN|IE(SEM),
21.01.2024 06:00 - 21.01.2024 07:00,31.13,BZN|IE(SEM),
21.01.2024 07:00 - 21.01.2024 08:00,38.85,BZN|IE(SEM),
21.01.2024 08:00 - 21.01.2024 09:00,41.81,BZN|IE(SEM),
21.01.2024 09:00 - 21.01.2024 10:00,41.4,BZN|IE(SEM),
21.01.2024 10:00 - 21.01.2024 11:00,51.2,BZN|IE(SEM),
21.01.2024 11:00 - 21.01.2024 12:00,62.9,BZN|IE(SEM),
21.01.2024 12:00 - 21.01.2024 13:00,66.03,BZN|IE(SEM),
21.01.2024 13:00 - 21.01.2024 14:00,69.52,BZN|IE(SEM),
21.01.2024 14:00 - 21.01.2024 15:00,72.38,BZN|IE(SEM),
21.01.2024 15:00 - 21.01.2024 16:00,70,BZN|IE(SEM),
21.01.2024 16:00 - 21.01.2024 17:00,76.35,BZN|IE(SEM),
21.01.2024 17:00 - 21.01.2024 18:00,76.32,BZN|IE(SEM),
21.01.2024 18:00 - 21.01.2024 19:00,100,BZN|IE(SEM),
21.01.2024 19:00 - 21.01.2024 20:00,102.72,BZN|IE(SEM),
21.01.2024 20:00 - 21.01.2024 21:00,84.15,BZN|IE(SEM),
21.01.2024 21:00 - 21.01.2024 22:00,82,BZN|IE(SEM),
21.01.2024 22:00 - 21.01.2024 23:00,75.78,BZN|IE(SEM),
21.01.2024 23:00 - 22.01.2024 00:00,49.11,BZN|IE(SEM),
22.01.2024 00:00 - 22.01.2024 01:00,35,BZN|IE(SEM),
22.01.2024 01:00 - 22.01.2024 02:00,19.9,BZN|IE(SEM),
22.01.2024 02:00 - 22.01.2024 03:00,15,BZN|IE(SEM),
22.01.2024 03:00 - 22.01.2024 04:00,3.21,BZN|IE(SEM),
22.01.2024 04:00 - 22.01.2024 05:00,0,BZN|IE(SEM),
22.01.2024 05:00 - 22.01.2024 06:00,0,BZN|IE(SEM),
22.01.2024 06:00 - 22.01.2024 07:00,8.63,BZN|IE(SEM),
22.01.2024 07:00 - 22.01.2024 08:00,45,BZN|IE(SEM),
22.01.2024 08:00 - 22.01.2024 09:00,76.06,BZN|IE(SEM),
22.01.2024 09:00 - 22.01.2024 10:00,82.78,BZN|IE(SEM),
22.01.2024 10:00 - 22.01.2024 11:00,85.47,BZN|IE(SEM),
22.01.2024 11:00 - 22.01.2024 12:00,86.51,BZN|IE(SEM),
22.01.2024 12:00 - 22.01.2024 13:00,85,BZN|IE(SEM),
22.01.2024 13:00 - 22.01.2024 14:00,70,BZN|IE(SEM),
22.01.2024 14:00 - 22.01.2024 15:00,66.98,BZN|IE(SEM),
22.01.2024 15:00 - 22.01.2024 16:00,70.15,BZN|IE(SEM),
22.01.2024 16:00 - 22.01.2024 17:00,71.1,BZN|IE(SEM),
22.01.2024 17:00 - 22.01.2024 18:00,83.37,BZN|IE(SEM),
22.01.2024 18:00 - 22.01.2024 19:00,102.3,BZN|IE(SEM),
22.01.2024 19:00 - 22.01.2024 20:00,101.4,BZN|IE(SEM),
22.01.2024 20:00 - 22.01.2024 21:00,92.12,BZN|IE(SEM),
22.01.2024 21:00 - 22.01.2024 22:00,97.6,BZN|IE(SEM),
22.01.2024 22:00 - 22.01.2024 23:00,95.6,BZN|IE(SEM),
22.01.2024 23:00 - 23.01.2024 00:00,93.85,BZN|IE(SEM),
23.01.2024 00:00 - 23.01.2024 01:00,106.79,BZN|IE(SEM),
23.01.2024 01:00 - 23.01.2024 02:00,94.51,BZN|IE(SEM),
23.01.2024 02:00 - 23.01.2024 03:00,65,BZN|IE(SEM),
23.01.2024 03:00 - 23.01.2024 04:00,52.57,BZN|IE(SEM),
23.01.2024 04:00 - 23.01.2024 05:00,42.18,BZN|IE(SEM),
23.01.2024 05:00 - 23.01.2024 06:00,48,BZN|IE(SEM),
23.01.2024 06:00 - 23.01.2024 07:00,55.81,BZN|IE(SEM),
23.01.2024 07:00 - 23.01.2024 08:00,66.95,BZN|IE(SEM),
23.01.2024 08:00 - 23.01.2024 09:00,90,BZN|IE(SEM),
23.01.2024 09:00 - 23.01.2024 10:00,93.28,BZN|IE(SEM),
23.01.2024 10:00 - 23.01.2024 11:00,87.03,BZN|IE(SEM),
23.01.2024 11:00 - 23.01.2024 12:00,79.62,BZN|IE(SEM),
23.01.2024 12:00 - 23.01.2024 13:00,76,BZN|IE(SEM),
23.01.2024 13:00 - 23.01.2024 14:00,78.38,BZN|IE(SEM),
23.01.2024 14:00 - 23.01.2024 15:00,73.78,BZN|IE(SEM),
23.01.2024 15:00 - 23.01.2024 16:00,74.25,BZN|IE(SEM),
23.01.2024 16:00 - 23.01.2024 17:00,75,BZN|IE(SEM),
23.01.2024 17:00 - 23.01.2024 18:00,84.55,BZN|IE(SEM),
23.01.2024 18:00 - 23.01.2024 19:00,95,BZN|IE(SEM),
23.01.2024 19:00 - 23.01.2024 20:00,82.94,BZN|IE(SEM),
23.01.2024 20:00 - 23.01.2024 21:00,76,BZN|IE(SEM),
23.01.2024 21:00 - 23.01.2024 22:00,75,BZN|IE(SEM),
23.01.2024 22:00 - 23.01.2024 23:00,69.03,BZN|IE(SEM),
23.01.2024 23:00 - 24.01.2024 00:00,45,BZN|IE(SEM),
24.01.2024 00:00 - 24.01.2024 01:00,14,BZN|IE(SEM),
24.01.2024 01:00 - 24.01.2024 02:00,7.73,BZN|IE(SEM),
24.01.2024 02:00 - 24.01.2024 03:00,5,BZN|IE(SEM),
24.01.2024 03:00 - 24.01.2024 04:00,3.51,BZN|IE(SEM),
24.01.2024 04:00 - 24.01.2024 05:00,1.64,BZN|IE(SEM),
24.01.2024 05:00 - 24.01.2024 06:00,10,BZN|IE(SEM),
24.01.2024 06:00 - 24.01.2024 07:00,38.05,BZN|IE(SEM),
24.01.2024 07:00 - 24.01.2024 08:00,67.09,BZN|IE(SEM),
24.01.2024 08:00 - 24.01.2024 09:00,76.79,BZN|IE(SEM),
24.01.2024 09:00 - 24.01.2024 10:00,78.05,BZN|IE(SEM),
24.01.2024 10:00 - 24.01.2024 11:00,86.28,BZN|IE(SEM),
24.01.2024 11:00 - 24.01.2024 12:00,86.02,BZN|IE(SEM),
24.01.2024 12:00 - 24.01.2024 13:00,85,BZN|IE(SEM),
24.01.2024 13:00 - 24.01.2024 14:00,85,BZN|IE(SEM),
24.01.2024 14:00 - 24.01.2024 15:00,85,BZN|IE(SEM),
24.01.2024 15:00 - 24.01.2024 16:00,102.98,BZN|IE(SEM),
24.01.2024 16:00 - 24.01.2024 17:00,112.3,BZN|IE(SEM),
24.01.2024 17:00 - 24.01.2024 18:00,162.42,BZN|IE(SEM),
24.01.2024 18:00 - 24.01.2024 19:00,280,BZN|IE(SEM),
24.01.2024 19:00 - 24.01.2024 20:00,275,BZN|IE(SEM),
24.01.2024 20:00 - 24.01.2024 21:00,200,BZN|IE(SEM),
24.01.2024 21:00 - 24.01.2024 22:00,150.78,BZN|IE(SEM),
24.01.2024 22:00 - 24.01.2024 23:00,110.03,BZN|IE(SEM),
24.01.2024 23:00 - 25.01.2024 00:00,98.7,BZN|IE(SEM),
25.01.2024 00:00 - 25.01.2024 01:00,85,BZN|IE(SEM),
25.01.2024 01:00 - 25.01.2024 02:00,78.89,BZN|IE(SEM),
25.01.2024 02:00 - 25.01.2024 03:00,73.91,BZN|IE(SEM),
25.01.2024 03:00 - 25.01.2024 04:00,68.92,BZN|IE(SEM),
25.01.2024 04:00 - 25.01.2024 05:00,64.84,BZN|IE(SEM),
25.01.2024 05:00 - 25.01.2024 06:00,61,BZN|IE(SEM),
25.01.2024 06:00 - 25.01.2024 07:00,62.48,BZN|IE(SEM),
25.01.2024 07:00 - 25.01.2024 08:00,69.6,BZN|IE(SEM),
25.01.2024 08:00 - 25.01.2024 09:00,87.65,BZN|IE(SEM),
25.01.2024 09:00 - 25.01.2024 10:00,90.8,BZN|IE(SEM),
25.01.2024 10:00 - 25.01.2024 11:00,88,BZN|IE(SEM),
25.01.2024 11:00 - 25.01.2024 12:00,80.97,BZN|IE(SEM),
25.01.2024 12:00 - 25.01.2024 13:00,78.51,BZN|IE(SEM),
25.01.2024 13:00 - 25.01.2024 14:00,77,BZN|IE(SEM),
25.01.2024 14:00 - 25.01.2024 15:00,76.63,BZN|IE(SEM),
25.01.2024 15:00 - 25.01.2024 16:00,77,BZN|IE(SEM),
25.01.2024 16:00 - 25.01.2024 17:00,74.9,BZN|IE(SEM),
25.01.2024 17:00 - 25.01.2024 18:00,81.86,BZN|IE(SEM),
25.01.2024 18:00 - 25.01.2024 19:00,97.96,BZN|IE(SEM),
25.01.2024 19:00 - 25.01.2024 20:00,91.3,BZN|IE(SEM),
25.01.2024 20:00 - 25.01.2024 21:00,79.15,BZN|IE(SEM),
25.01.2024 21:00 - 25.01.2024 22:00,72,BZN|IE(SEM),
25.01.2024 22:00 - 25.01.2024 23:00,68.79,BZN|IE(SEM),
25.01.2024 23:00 - 26.01.2024 00:00,60,BZN|IE(SEM),
26.01.2024 00:00 - 26.01.2024 01:00,56.11,BZN|IE(SEM),
26.01.2024 01:00 - 26.01.2024 02:00,46.4,BZN|IE(SEM),
26.01.2024 02:00 - 26.01.2024 03:00,41.61,BZN|IE(SEM),
26.01.2024 03:00 - 26.01.2024 04:00,40.46,BZN|IE(SEM),
26.01.2024 04:00 - 26.01.2024 05:00,40.9,BZN|IE(SEM),
26.01.2024 05:00 - 26.01.2024 06:00,42.06,BZN|IE(SEM),
26.01.2024 06:00 - 26.01.2024 07:00,54.7,BZN|IE(SEM),
26.01.2024 07:00 - 26.01.2024 08:00,71,BZN|IE(SEM),
26.01.2024 08:00 - 26.01.2024 09:00,108,BZN|IE(SEM),
26.01.2024 09:00 - 26.01.2024 10:00,118.89,BZN|IE(SEM),
26.01.2024 10:00 - 26.01.2024 11:00,123,BZN|IE(SEM),
26.01.2024 11:00 - 26.01.2024 12:00,104.89,BZN|IE(SEM),
26.01.2024 12:00 - 26.01.2024 13:00,87.64,BZN|IE(SEM),
26.01.2024 13:00 - 26.01.2024 14:00,75,BZN|IE(SEM),
26.01.2024 14:00 - 26.01.2024 15:00,67,BZN|IE(SEM),
26.01.2024 15:00 - 26.01.2024 16:00,67.59,BZN|IE(SEM),
26.01.2024 16:00 - 26.01.2024 17:00,73.33,BZN|IE(SEM),
26.01.2024 17:00 - 26.01.2024 18:00,81.8,BZN|IE(SEM),
26.01.2024 18:00 - 26.01.2024 19:00,101.12,BZN|IE(SEM),
26.01.2024 19:00 - 26.01.2024 20:00,100,BZN|IE(SEM),
26.01.2024 20:00 - 26.01.2024 21:00,93.52,BZN|IE(SEM),
26.01.2024 21:00 - 26.01.2024 22:00,80,BZN|IE(SEM),
26.01.2024 22:00 - 26.01.2024 23:00,76.57,BZN|IE(SEM),
26.01.2024 23:00 - 27.01.2024 00:00,70,BZN|IE(SEM),
27.01.2024 00:00 - 27.01.2024 01:00,66.44,BZN|IE(SEM),
27.01.2024 01:00 - 27.01.2024 02:00,61.78,BZN|IE(SEM),
27.01.2024 02:00 - 27.01.2024 03:00,62,BZN|IE(SEM),
27.01.2024 03:00 - 27.01.2024 04:00,58.03,BZN|IE(SEM),
27.01.2024 04:00 - 27.01.2024 05:00,54.62,BZN|IE(SEM),
27.01.2024 05:00 - 27.01.2024 06:00,55.08,BZN|IE(SEM),
27.01.2024 06:00 - 27.01.2024 07:00,57,BZN|IE(SEM),
27.01.2024 07:00 - 27.01.2024 08:00,61.78,BZN|IE(SEM),
27.01.2024 08:00 - 27.01.2024 09:00,72.83,BZN|IE(SEM),
27.01.2024 09:00 - 27.01.2024 10:00,75.35,BZN|IE(SEM),
27.01.2024 10:00 - 27.01.2024 11:00,77.07,BZN|IE(SEM),
27.01.2024 11:00 - 27.01.2024 12:00,72,BZN|IE(SEM),
27.01.2024 12:00 - 27.01.2024 13:00,67.04,BZN|IE(SEM),
27.01.2024 13:00 - 27.01.2024 14:00,66.6,BZN|IE(SEM),
27.01.2024 14:00 - 27.01.2024 15:00,65.93,BZN|IE(SEM),
27.01.2024 15:00 - 27.01.2024 16:00,74.34,BZN|IE(SEM),
27.01.2024 16:00 - 27.01.2024 17:00,77,BZN|IE(SEM),
27.01.2024 17:00 - 27.01.2024 18:00,87.12,BZN|IE(SEM),
27.01.2024 18:00 - 27.01.2024 19:00,100,BZN|IE(SEM),
27.01.2024 19:00 - 27.01.2024 20:00,97.2,BZN|IE(SEM),
27.01.2024 20:00 - 27.01.2024 21:00,85,BZN|IE(SEM),
27.01.2024 21:00 - 27.01.2024 22:00,71.49,BZN|IE(SEM),
27.01.2024 22:00 - 27.01.2024 23:00,72.21,BZN|IE(SEM),
27.01.2024 23:00 - 28.01.2024 00:00,61.78,BZN|IE(SEM),
28.01.2024 00:00 - 28.01.2024 01:00,58,BZN|IE(SEM),
28.01.2024 01:00 - 28.01.2024 02:00,48.7,BZN|IE(SEM),
28.01.2024 02:00 - 28.01.2024 03:00,40,BZN|IE(SEM),
28.01.2024 03:00 - 28.01.2024 04:00,43.95,BZN|IE(SEM),
28.01.2024 04:00 - 28.01.2024 05:00,36.88,BZN|IE(SEM),
28.01.2024 05:00 - 28.01.2024 06:00,25,BZN|IE(SEM),
28.01.2024 06:00 - 28.01.2024 07:00,22.24,BZN|IE(SEM),
28.01.2024 07:00 - 28.01.2024 08:00,25,BZN|IE(SEM),
28.01.2024 08:00 - 28.01.2024 09:00,35.11,BZN|IE(SEM),
28.01.2024 09:00 - 28.01.2024 10:00,41.38,BZN|IE(SEM),
28.01.2024 10:00 - 28.01.2024 11:00,49.3,BZN|IE(SEM),
28.01.2024 11:00 - 28.01.2024 12:00,49,BZN|IE(SEM),
28.01.2024 12:00 - 28.01.2024 13:00,49,BZN|IE(SEM),
28.01.2024 13:00 - 28.01.2024 14:00,46.93,BZN|IE(SEM),
28.01.2024 14:00 - 28.01.2024 15:00,49.85,BZN|IE(SEM),
28.01.2024 15:00 - 28.01.2024 16:00,57,BZN|IE(SEM),
28.01.2024 16:00 - 28.01.2024 17:00,69,BZN|IE(SEM),
28.01.2024 17:00 - 28.01.2024 18:00,83,BZN|IE(SEM),
28.01.2024 18:00 - 28.01.2024 19:00,109.1,BZN|IE(SEM),
28.01.2024 19:00 - 28.01.2024 20:00,117.03,BZN|IE(SEM),
28.01.2024 20:00 - 28.01.2024 21:00,125,BZN|IE(SEM),
28.01.2024 21:00 - 28.01.2024 22:00,127.56,BZN|IE(SEM),
28.01.2024 22:00 - 28.01.2024 23:00,113.93,BZN|IE(SEM),
28.01.2024 23:00 - 29.01.2024 00:00,99.62,BZN|IE(SEM),
29.01.2024 00:00 - 29.01.2024 01:00,85.16,BZN|IE(SEM),
29.01.2024 01:00 - 29.01.2024 02:00,89.8,BZN|IE(SEM),
29.01.2024 02:00 - 29.01.2024 03:00,94.4,BZN|IE(SEM),
29.01.2024 03:00 - 29.01.2024 04:00,103.81,BZN|IE(SEM),
29.01.2024 04:00 - 29.01.2024 05:00,100,BZN|IE(SEM),
29.01.2024 05:00 - 29.01.2024 06:00,100.26,BZN|IE(SEM),
29.01.2024 06:00 - 29.01.2024 07:00,90.79,BZN|IE(SEM),
29.01.2024 07:00 - 29.01.2024 08:00,100,BZN|IE(SEM),
29.01.2024 08:00 - 29.01.2024 09:00,122.41,BZN|IE(SEM),
29.01.2024 09:00 - 29.01.2024 10:00,138.03,BZN|IE(SEM),
29.01.2024 10:00 - 29.01.2024 11:00,165.83,BZN|IE(SEM),
29.01.2024 11:00 - 29.01.2024 12:00,165.36,BZN|IE(SEM),
29.01.2024 12:00 - 29.01.2024 13:00,152,BZN|IE(SEM),
29.01.2024 13:00 - 29.01.2024 14:00,144,BZN|IE(SEM),
29.01.2024 14:00 - 29.01.2024 15:00,126.39,BZN|IE(SEM),
29.01.2024 15:00 - 29.01.2024 16:00,116.1,BZN|IE(SEM),
29.01.2024 16:00 - 29.01.2024 17:00,125.22,BZN|IE(SEM),
29.01.2024 17:00 - 29.01.2024 18:00,139.7,BZN|IE(SEM),
29.01.2024 18:00 - 29.01.2024 19:00,152.77,BZN|IE(SEM),
29.01.2024 19:00 - 29.01.2024 20:00,136.17,BZN|IE(SEM),
29.01.2024 20:00 - 29.01.2024 21:00,119.2,BZN|IE(SEM),
29.01.2024 21:00 - 29.01.2024 22:00,102.73,BZN|IE(SEM),
29.01.2024 22:00 - 29.01.2024 23:00,95.29,BZN|IE(SEM),
29.01.2024 23:00 - 30.01.2024 00:00,82.58,BZN|IE(SEM),
30.01.2024 00:00 - 30.01.2024 01:00,,BZN|IE(SEM),
30.01.2024 01:00 - 30.01.2024 02:00,,BZN|IE(SEM),
30.01.2024 02:00 - 30.01.2024 03:00,,BZN|IE(SEM),
30.01.2024 03:00 - 30.01.2024 04:00,,BZN|IE(SEM),
30.01.2024 04:00 - 30.01.2024 05:00,,BZN|IE(SEM),
30.01.2024 05:00 - 30.01.2024 06:00,,BZN|IE(SEM),
30.01.2024 06:00 - 30.01.2024 07:00,,BZN|IE(SEM),
